,time,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MK,NL,NO,PL,PT,RO,SE,SI,SK,years
0,1980-01-01 00:00:00,0.41945600000000005,0.36891999999999997,0.879782,0.283928,0.28214,0.307168,0.25838099999999997,0.08976,0.10128999999999999,0.45719899999999997,0.166899,0.101653,0.202439,0.92543,0.7141689999999999,0.47605299999999995,0.091364,0.862289,0.289835,0.343469,0.26973600000000003,0.46021599999999996,0.478919,0.179085,0.246443,0.488541,0.756695,0.097344,0.033035,0.126057,1980-01
1,1980-01-01 01:00:00,0.406903,0.33455999999999997,0.8753799999999999,0.250126,0.257148,0.292852,0.257862,0.08681799999999999,0.095803,0.473538,0.156064,0.085341,0.201569,0.945517,0.693525,0.510627,0.074007,0.8256620000000001,0.27742100000000003,0.290723,0.262806,0.412008,0.45904799999999996,0.183474,0.241571,0.46681999999999996,0.761721,0.09900700000000001,0.016486,0.13053800000000002,1980-01
2,1980-01-01 02:00:00,0.43178599999999995,0.327533,0.8418100000000001,0.2345,0.226246,0.30389099999999997,0.244552,0.085017,0.099233,0.487729,0.154648,0.07331599999999999,0.201467,0.9483450000000001,0.664678,0.559136,0.08089600000000001,0.7993899999999999,0.26487,0.325791,0.265342,0.385449,0.430674,0.192972,0.23915300000000003,0.465008,0.757419,0.094266,0.008886,0.142804,1980-01
3,1980-01-01 03:00:00,0.45311,0.32303000000000004,0.816181,0.206083,0.217362,0.32506799999999997,0.23624699999999998,0.081515,0.107097,0.49323999999999996,0.153359,0.063907,0.203231,0.9439489999999999,0.616452,0.559042,0.10263599999999999,0.762464,0.262176,0.276827,0.273777,0.343196,0.39833,0.202798,0.23873200000000003,0.483534,0.699229,0.09543,0.009603,0.145757,1980-01
4,1980-01-01 04:00:00,0.45225699999999996,0.324817,0.812973,0.170292,0.23274499999999998,0.332719,0.23462199999999997,0.075878,0.11643900000000001,0.49000200000000005,0.15061300000000002,0.057477,0.20898899999999998,0.943209,0.552407,0.5010140000000001,0.113726,0.704006,0.27247,0.26206599999999997,0.287018,0.302021,0.3643,0.215795,0.21973099999999998,0.481925,0.647795,0.094333,0.015986,0.156846,1980-01
5,1980-01-01 05:00:00,0.39802600000000005,0.321932,0.810787,0.141361,0.27953,0.361768,0.23226100000000002,0.072078,0.118148,0.493382,0.14518499999999998,0.054509,0.210171,0.943735,0.479113,0.44801899999999995,0.117853,0.6405270000000001,0.290785,0.232004,0.30344699999999997,0.272884,0.321427,0.214153,0.19658499999999998,0.448349,0.616662,0.09070299999999999,0.018014,0.127223,1980-01
6,1980-01-01 06:00:00,0.43079300000000004,0.313799,0.71735,0.11825,0.330074,0.398258,0.227532,0.06787,0.11696400000000001,0.494846,0.139379,0.054817,0.21126599999999998,0.9403379999999999,0.39855799999999997,0.464408,0.126252,0.5741189999999999,0.293529,0.204481,0.31312199999999996,0.126423,0.278052,0.199934,0.181392,0.40061199999999997,0.595132,0.0895,0.019190000000000002,0.13438599999999998,1980-01
7,1980-01-01 07:00:00,0.430733,0.305144,0.57905,0.104996,0.39369499999999996,0.388484,0.20899,0.063303,0.114881,0.495461,0.131048,0.05512,0.21308400000000002,0.938683,0.28813099999999997,0.406271,0.133207,0.48391000000000006,0.309347,0.202683,0.315159,0.016297,0.236181,0.178554,0.168731,0.352871,0.5474899999999999,0.083186,0.019115,0.162405,1980-01
8,1980-01-01 08:00:00,0.446092,0.29470999999999997,0.46467700000000006,0.092519,0.493621,0.419389,0.189797,0.058339,0.10263299999999999,0.48231599999999997,0.11886,0.051823,0.21751399999999999,0.9579770000000001,0.18243199999999998,0.43112799999999996,0.143449,0.43393400000000004,0.276063,0.198459,0.31155,0.185533,0.20645300000000003,0.156531,0.144098,0.29933200000000004,0.5362899999999999,0.07887000000000001,0.016605,0.23393699999999998,1980-01
9,1980-01-01 09:00:00,0.6237020000000001,0.277283,0.41038199999999997,0.080719,0.572833,0.41841999999999996,0.17846900000000002,0.054464,0.089394,0.46767200000000003,0.104523,0.04829,0.21635500000000002,0.966656,0.143349,0.601653,0.141734,0.46653,0.239315,0.181645,0.29440500000000003,0.9172389999999999,0.200874,0.135212,0.122522,0.23675700000000002,0.5602659999999999,0.069427,0.024388,0.359398,1980-01
10,1980-01-01 10:00:00,0.70149,0.268525,0.446625,0.079823,0.5987399999999999,0.45530200000000004,0.181278,0.051348000000000005,0.085829,0.526003,0.095373,0.047798,0.211615,0.965734,0.11093800000000001,0.714123,0.117184,0.45309099999999997,0.218739,0.194661,0.28274,0.971701,0.214081,0.11788199999999999,0.11554400000000001,0.290624,0.5794819999999999,0.062769,0.031725,0.43818599999999996,1980-01
11,1980-01-01 11:00:00,0.714404,0.26793,0.5060819999999999,0.100759,0.606295,0.46628000000000003,0.193375,0.055263,0.08530499999999999,0.556825,0.091843,0.052588,0.212848,0.965392,0.07913099999999999,0.757894,0.097273,0.421626,0.225175,0.215937,0.281434,0.959894,0.247685,0.11225999999999998,0.11234200000000001,0.312996,0.6410279999999999,0.0601,0.018019,0.478678,1980-01
12,1980-01-01 12:00:00,0.677408,0.254143,0.555549,0.10852300000000001,0.625625,0.45208999999999994,0.19237,0.06657,0.088608,0.5690569999999999,0.094043,0.060597000000000005,0.22000799999999998,0.960991,0.045569,0.717476,0.090076,0.394173,0.206565,0.214689,0.27934899999999996,0.935104,0.299721,0.12035699999999999,0.105894,0.355635,0.689381,0.072284,0.008794,0.42965699999999996,1980-01
13,1980-01-01 13:00:00,0.6099979999999999,0.24803499999999998,0.605689,0.08583400000000001,0.670571,0.41410600000000003,0.192466,0.086221,0.101135,0.5639029999999999,0.096247,0.06663200000000001,0.232979,0.9298489999999999,0.016787,0.634886,0.079095,0.362699,0.194905,0.21290599999999998,0.254809,0.89099,0.350273,0.138869,0.115131,0.38618,0.750775,0.100702,0.002903,0.344479,1980-01
14,1980-01-01 14:00:00,0.599525,0.27269899999999997,0.736826,0.069002,0.718417,0.41308599999999995,0.213468,0.113371,0.11470599999999999,0.542114,0.098824,0.079074,0.250825,0.9183540000000001,0.005972,0.597302,0.078457,0.308399,0.182032,0.228581,0.23963299999999998,0.8250059999999999,0.41539899999999996,0.16422,0.149143,0.374278,0.799586,0.138227,0.001199,0.312311,1980-01
15,1980-01-01 15:00:00,0.613349,0.334255,0.802226,0.06655499999999999,0.775015,0.372619,0.220412,0.12951500000000002,0.11068,0.513948,0.11091400000000001,0.107374,0.285438,0.9093959999999999,0.001989,0.576837,0.09500499999999999,0.27142,0.136972,0.28586500000000004,0.209783,0.693999,0.46493900000000005,0.193634,0.171699,0.336847,0.8070039999999999,0.13294,0.0026620000000000003,0.29018299999999997,1980-01
16,1980-01-01 16:00:00,0.621888,0.391384,0.8287110000000001,0.067096,0.823965,0.331208,0.213851,0.137133,0.11116199999999998,0.5080859999999999,0.112982,0.13833900000000002,0.31755,0.8510559999999999,0.0009449999999999999,0.547412,0.114962,0.24677600000000002,0.10656900000000001,0.33808699999999997,0.171829,0.517055,0.48075500000000004,0.226727,0.172015,0.332394,0.80883,0.121322,0.006645999999999999,0.26576,1980-01
